DEPT_ID		DEP_NAME	MANAGER_ID	LOC_ID
715		12/11/2019	1.3228	
716		13/11/2019	1.3249	
717		14/11/2019	1.3258	
718		15/11/2019	1.3231	
719		18/11/2019	1.3214	
72		31/12/1971	Barley   	Alberta  
720		19/11/2019	1.3237	
721		20/11/2019	1.3304	
722		21/11/2019	1.3285	
723		22/11/2019	1.3287	
724		25/11/2019	1.3307	
725		26/11/2019	1.3288	
726		27/11/2019	1.3278	
727		28/11/2019	1.3285	
728		29/11/2019	1.3289	
729		2/12/2019	1.3297	
73		31/12/1971	Barley   	Canada   
730		3/12/2019	1.3302	
731		4/12/2019	1.3223	
732		5/12/2019	1.3174	
733		6/12/2019	1.3255	
734		9/12/2019	1.3235	
735		10/12/2019	1.3233	
736		11/12/2019	1.3201	
737		12/12/2019	1.3182	
738		13/12/2019	1.3183	
739		16/12/2019	1.3142	
74		31/12/1971	Barley   	Saskatche
740		17/12/2019	1.316	
741		18/12/2019	1.3119	
742		19/12/2019	1.3122	
743		20/12/2019	1.3164	
744		23/12/2019	1.316	
745		24/12/2019	1.3157	
746		27/12/2019	1.3078	
747		30/12/2019	1.3059	
748		31/12/2019	1.2988	
749		2/1/2020	1.2992	
75		31/12/1971	Canola   	Alberta  
750		3/1/2020	1.2988	
751		6/1/2020	1.297	
752		7/1/2020	1.3009	
753		8/1/2020	1.3026	
754		9/1/2020	1.3079	
755		10/1/2020	1.3051	
756		13/1/2020	1.3048	
757		14/1/2020	1.3062	
758		15/1/2020	1.305	
759		16/1/2020	1.3045	
76		31/12/1971	Canola   	Canada   
760		17/1/2020	1.3062	
761		20/1/2020	1.3053	
762		21/1/2020	1.3067	
763		22/1/2020	1.3116	
764		23/1/2020	1.3143	
765		24/1/2020	1.314	
766		27/1/2020	1.3182	
767		28/1/2020	1.3179	
768		29/1/2020	1.3196	
769		30/1/2020	1.3217	
77		31/12/1971	Canola   	Saskatche
770		31/1/2020	1.3233	
771		3/2/2020	1.3275	
772		4/2/2020	1.3278	
773		5/2/2020	1.3289	
774		6/2/2020	1.329	
775		7/2/2020	1.3305	
776		10/2/2020	1.3319	
777		11/2/2020	1.3292	
778		12/2/2020	1.3254	
779		13/2/2020	1.3256	
78		31/12/1971	Rye      	Alberta  
780		14/2/2020	1.3249	
781		18/2/2020	1.3258	
782		19/2/2020	1.3231	
783		20/2/2020	1.3254	
784		21/2/2020	1.3224	
785		24/2/2020	1.3279	
786		25/2/2020	1.3281	
787		26/2/2020	1.3307	
788		27/2/2020	1.3361	
789		28/2/2020	1.3429	
79		31/12/1971	Rye      	Canada   
790		2/3/2020	1.3356	
791		3/3/2020	1.3363	
792		4/3/2020	1.3392	
793		5/3/2020	1.3415	
794		6/3/2020	1.3421	
795		9/3/2020	1.3598	
796		10/3/2020	1.3731	
797		11/3/2020	1.3745	
798		12/3/2020	1.382	
799		13/3/2020	1.3901	
8		31/12/1965	Rye      	Saskatche
80		31/12/1971	Rye      	Saskatche
800		16/3/2020	1.3964	
801		17/3/2020	1.4175	
802		18/3/2020	1.4496	
803		19/3/2020	1.4495	
804		20/3/2020	1.4332	
805		23/3/2020	1.4482	
806		24/3/2020	1.4491	
807		25/3/2020	1.4302	
808		26/3/2020	1.4077	
809		27/3/2020	1.4056	
81		31/12/1971	Wheat    	Alberta  
810		30/3/2020	1.4156	
811		31/3/2020	1.4187	
812		1/4/2020	1.4217	
813		2/4/2020	1.4179	
814		3/4/2020	1.4142	
815		6/4/2020	1.4127	
816		7/4/2020	1.3986	
817		8/4/2020	1.4034	
818		9/4/2020	1.3985	
819		13/4/2020	1.3936	
82		31/12/1971	Wheat    	Canada   
820		14/4/2020	1.3904	
821		15/4/2020	1.4086	
822		16/4/2020	1.4122	
823		17/4/2020	1.4037	
824		20/4/2020	1.4086	
825		21/4/2020	1.4203	
826		22/4/2020	1.4155	
827		23/4/2020	1.4063	
828		24/4/2020	1.409	
829		27/4/2020	1.4053	
83		31/12/1971	Wheat    	Saskatche
830		28/4/2020	1.3978	
831		29/4/2020	1.3922	
832		30/4/2020	1.391	
833		1/5/2020	1.4066	
834		4/5/2020	1.4085	
835		5/5/2020	1.4032	
836		6/5/2020	1.4124	
837		7/5/2020	1.4015	
838		8/5/2020	1.3934	
839		11/5/2020	1.4012	
84		31/12/1972	Barley   	Alberta  
840		12/5/2020	1.4015	
841		13/5/2020	1.4073	
842		14/5/2020	1.409	
843		15/5/2020	1.4094	
844		19/5/2020	1.3893	
845		20/5/2020	1.3892	
846		21/5/2020	1.3935	
847		22/5/2020	1.4015	
848		25/5/2020	1.3984	
849		26/5/2020	1.3804	
85		31/12/1972	Barley   	Canada   
850		27/5/2020	1.378	
851		28/5/2020	1.3764	
852		29/5/2020	1.3787	
853		1/6/2020	1.363	
854		2/6/2020	1.3515	
855		3/6/2020	1.3504	
856		4/6/2020	1.3508	
857		5/6/2020	1.3429	
858		8/6/2020	1.3383	
859		9/6/2020	1.3423	
86		31/12/1972	Barley   	Saskatche
860		10/6/2020	1.339	
861		11/6/2020	1.3553	
862		12/6/2020	1.3596	
863		15/6/2020	1.3604	
864		16/6/2020	1.3558	
865		17/6/2020	1.3555	
866		18/6/2020	1.3589	
867		19/6/2020	1.3587	
868		22/6/2020	1.3545	
869		23/6/2020	1.3516	
87		31/12/1972	Canola   	Alberta  
870		24/6/2020	1.3591	
871		25/6/2020	1.3645	
872		26/6/2020	1.3676	
873		29/6/2020	1.3682	
874		30/6/2020	1.3628	
875		2/7/2020	1.3586	
876		3/7/2020	1.3565	
877		6/7/2020	1.3543	
878		7/7/2020	1.3583	
879		8/7/2020	1.3538	
88		31/12/1972	Canola   	Canada   
880		9/7/2020	1.3555	
881		10/7/2020	1.3594	
882		13/7/2020	1.3567	
883		14/7/2020	1.3616	
884		15/7/2020	1.3534	
885		16/7/2020	1.3543	
886		17/7/2020	1.3574	
887		20/7/2020	1.3543	
888		21/7/2020	1.3446	
889		22/7/2020	1.342	
89		31/12/1972	Canola   	Saskatche
890		23/7/2020	1.3392	
891		24/7/2020	1.3421	
892		27/7/2020	1.3378	
893		28/7/2020	1.3373	
894		29/7/2020	1.336	
895		30/7/2020	1.3432	
896		31/7/2020	1.3404	
897		4/8/2020	1.3372	
898		5/8/2020	1.3262	
899		6/8/2020	1.3292	
9		31/12/1965	Wheat    	Alberta  
90		31/12/1972	Rye      	Alberta  
900		7/8/2020	1.3377	
901		10/8/2020	1.3354	
902		11/8/2020	1.3291	
903		12/8/2020	1.3254	
904		13/8/2020	1.3217	
905		14/8/2020	1.325	
906		17/8/2020	1.3207	
907		18/8/2020	1.317	
908		19/8/2020	1.3171	
909		20/8/2020	1.3195	
91		31/12/1972	Rye      	Canada   
910		21/8/2020	1.3205	
911		24/8/2020	1.3207	
912		25/8/2020	1.3194	
913		26/8/2020	1.3155	
914		27/8/2020	1.3129	
915		28/8/2020	1.3097	
916		31/8/2020	1.3042	
917		1/9/2020	1.3055	
918		2/9/2020	1.3067	
919		3/9/2020	1.3123	
92		31/12/1972	Rye      	Saskatche
920		4/9/2020	1.3089	
921		8/9/2020	1.3191	
922		9/9/2020	1.3173	
923		10/9/2020	1.3162	
924		11/9/2020	1.3186	
925		14/9/2020	1.3175	
926		15/9/2020	1.3176	
927		16/9/2020	1.3168	
928		17/9/2020	1.32	
929		18/9/2020	1.3186	
93		31/12/1972	Wheat    	Alberta  
930		21/9/2020	1.3293	
931		22/9/2020	1.331	
932		23/9/2020	1.3358	
933		24/9/2020	1.3374	
934		25/9/2020	1.3396	
935		28/9/2020	1.3378	
936		29/9/2020	1.3391	
937		30/9/2020	1.3339	
938		1/10/2020	1.3292	
939		2/10/2020	1.331	
94		31/12/1972	Wheat    	Canada   
940		5/10/2020	1.3269	
941		6/10/2020	1.3272	
942		7/10/2020	1.3275	
943		8/10/2020	1.322	
944		9/10/2020	1.3136	
945		13/10/2020	1.3133	
946		14/10/2020	1.3139	
947		15/10/2020	1.323	
948		16/10/2020	1.3192	
949		19/10/2020	1.3165	
95		31/12/1972	Wheat    	Saskatche
950		20/10/2020	1.3138	
951		21/10/2020	1.3122	
952		22/10/2020	1.3142	
953		23/10/2020	1.314	
954		26/10/2020	1.3201	
955		27/10/2020	1.3164	
956		28/10/2020	1.3302	
957		29/10/2020	1.3349	
958		30/10/2020	1.3318	
959		2/11/2020	1.3257	
96		31/12/1973	Barley   	Alberta  
960		3/11/2020	1.3145	
961		4/11/2020	1.3138	
962		5/11/2020	1.3051	
963			6/11/2020	1.3039	
964		9/11/2020	1.297	
965		10/11/2020	1.3017	
966		12/11/2020	1.3123	
967		13/11/2020	1.3147	
968		16/11/2020	1.3085	
969		17/11/2020	1.3094	
97		31/12/1973	Barley   	Canada   
970		18/11/2020	1.3063	
971		19/11/2020	1.3083	
972		20/11/2020	1.3071	
973		23/11/2020	1.3082	
974		24/11/2020	1.3033	
975		25/11/2020	1.3003	
976		26/11/2020	1.3013	
977		27/11/2020	1.2985	
978		30/11/2020	1.2965	
979		1/12/2020	1.2952	
98		31/12/1973	Barley   	Saskatche
980		2/12/2020	1.2934	
981		3/12/2020	1.288	
982		4/12/2020	1.2801	
983		7/12/2020	1.2801	
984		8/12/2020	1.2808	
985		9/12/2020	1.2803	
986		10/12/2020	1.2734	
987		11/12/2020	1.2769	
988		14/12/2020	1.2757	
989		15/12/2020	1.2722	
99		31/12/1973	Canola   	Alberta  
990		16/12/2020	1.2753	
991		17/12/2020	1.2718	
992		18/12/2020	1.2775	
993		21/12/2020	1.2849	
994		22/12/2020	1.2908	
995		23/12/2020	1.2856	
996		24/12/2020	1.2835	
997		29/12/2020	1.2806	
998		30/12/2020	1.2769	
999		31/12/2020	1.2732	
		
